TimeStamp,Symbol,Quantity,Price
51472744091,bfa,34,161
51472775276,aeg,256,20
51472815012,bgc,187,56
51472822131,fda,291,12
51472822424,dfb,80,75
51472826199,aaa,228,367
51472826946,bbe,236,110
51472829453,gde,77,10
51472865800,efa,56,376
51472870406,fff,26,38
51472883909,bga,280,13
51472913579,bbg,189,32
51472939355,geb,265,58
51472947244,daa,232,20
51472955059,egf,58,43
51472956456,faa,31,13
51472967359,aag,229,232
51472976591,cad,104,97
51472988859,fbf,184,108
51472992359,aca,90,5
51473001636,dga,195,93
51473010462,cdb,244,5
51473011660,fgd,56,109
51473013584,bbg,263,30
51473033138,aga,285,98
51473041651,cbd,268,82
51473047821,edc,194,26
51473068331,ada,154,524
51473077174,fab,214,73
51473096033,eec,248,145
51473115272,abd,272,29
51473124955,acd,231,35
51473137419,ddb,266,26
51473140662,cee,17,122
51473194105,gcf,134,5
51473238266,abc,27,5
51473249291,cgg,252,133
51473256052,ded,51,58
51473280756,ead,201,21
51473298955,ccd,35,386
51473324932,bfe,44,1404
51473325011,eff,207,113
51473375945,fea,3,182
51473376244,feb,230,115
51473403143,fba,209,286
51473409720,edf,75,345
51473413313,gge,278,130
51473429582,ccb,207,5
51473435449,fdg,111,79
51473472394,bfc,129,107
51473495486,gec,192,115
51473495698,caa,280,444
51473499488,aaf,249,448
51473506535,dfg,272,53
51473514680,acf,275,5
51473516686,aag,5,243
51473526996,fce,104,5
51473535581,gda,26,309
51473549020,eaf,55,5
51473555194,gdc,268,58
51473571794,bgd,194,46
51473573827,bee,52,63
51473590769,bea,5,114
51473597415,ggg,12,115
51473600439,gae,280,27
51473609406,fbb,36,5
51473625136,cgd,143,8
51473639702,gab,147,50
51473670094,cbg,214,182
51473699854,cae,104,199
51473713833,fee,167,27
51473718029,ebd,299,77
51473720063,dde,283,73
51473722746,ggd,91,297
51473739422,age,151,46
51473760022,agf,217,28
51473764350,aed,164,163
51473776237,cbe,112,8
51473778570,dec,284,27
51473792750,dbf,134,121
51473799909,eac,155,21
51473827018,bad,159,28
51473866953,cda,165,40
51473871577,cdc,98,96
51473873075,edg,98,232
51473891981,gcg,144,27
51473897372,fdb,202,161
51473952190,dce,77,13
51473984824,fdb,233,146
51474017301,eee,243,91
51474033657,dcf,46,88
51474068409,ecg,136,60
51474072878,daf,78,437
51474078502,dbe,282,383
51474101522,gfb,20,254
51474116766,dgg,140,361
51474145259,gbd,1,5
51474164420,ecf,126,5
51474203858,fcd,279,47
51474214804,cac,227,98
51474218516,afd,192,187
51474223242,cgd,70,8
51474231316,ffd,165,54
51474234867,fcb,19,388
51474237613,dbf,19,116
51474281512,bge,83,121
51474296658,cde,16,243
51474331923,bea,4,133
51474377427,ceb,146,521
51474403812,eea,58,109
51474411315,efb,202,59
51474411781,gdd,255,61
51474426612,fbc,187,402
51474429899,aff,211,5
51474444905,ecd,112,71
51474453902,feb,173,120
51474474642,fbb,233,5
51474493975,caa,157,426
51474499464,ggb,144,17
51474542992,edd,6,172
51474551129,ebb,100,45
51474571284,efb,66,62
51474582081,gfb,140,274
51474589809,gaa,298,131
51474606524,bbc,252,7
51474651173,bce,197,199
51474652509,gbf,224,160
51474666828,gad,153,64
51474676140,aga,6,84
51474680430,dac,250,99
51474725208,fge,62,61
51474729334,fad,57,20
51474729572,dgc,52,10
51474733441,aad,50,141
51474760562,fbg,166,23
51474787775,feg,51,77
51474821381,bac,272,28
51474822998,aac,75,138
51474829397,gfc,295,87
51474832318,cce,15,74
51474840596,efe,189,84
51474851472,eca,107,5
51474856088,fce,92,5
51474856453,bff,13,113
51474868602,cef,134,133
51474929806,dfd,206,32
51474941434,agd,233,176
51474960390,dbd,204,138
51474974221,bcb,140,55
51474974596,gea,277,25
51474996629,bbb,242,17
51474997668,fbf,29,115
51475024369,eff,129,109
51475067171,bcb,44,64
51475096626,abe,82,155
51475102211,dfe,291,43
51475108633,fbb,111,5
51475109491,gec,222,94
51475111843,aad,157,149
51475126828,caf,159,5
51475128058,bcd,162,78
51475131477,dde,52,60
51475132847,dcf,199,72
51475134508,aec,10,213
51475157911,fgb,235,189
51475158327,ecg,257,49
51475163103,gff,293,5
51475163225,bdb,207,70
51475185865,dge,26,6
51475202320,gdb,143,34
51475220476,ddb,197,28
51475223729,efd,27,155
51475273952,gfg,235,46
51475279301,ged,268,130
51475293287,bdd,25,88
51475300929,dfb,33,60
51475303199,ggd,83,350
51475316875,fgd,198,124
51475349942,dbd,104,154
51475351313,dda,289,95
51475374385,bcc,172,5
51475388238,efc,259,114
51475395786,ddd,225,187
51475415031,aeg,215,19
51475505652,abg,276,24
51475537844,caa,293,374
51475557598,gdc,297,62
51475567894,cfa,46,72
51475578407,adf,135,56
51475583413,dfd,269,30
51475587132,dbd,292,127
51475611340,ddd,13,175
51475634228,gaa,265,115
51475638560,acc,139,28
51475649163,eeb,240,31
51475660820,cdf,37,132
51475665672,bdc,271,13
51475674289,cgb,68,38
51475686746,eag,104,80
51475709445,cfd,28,34
51475726535,aab,231,83
51475743932,bed,30,12
51475754476,fag,137,111
51475775014,eea,19,122
51475797671,abb,225,83
51475799498,cea,235,63
51475823797,fcg,190,72
51475828228,gcc,211,41
51475854074,bdd,57,90
51475855108,dbb,211,64
51475866580,dcc,278,515
51475869788,dbd,148,135
51475875716,abg,190,22
51475883643,deb,71,102
51475910230,bcb,70,56
51475911009,eef,194,226
51475918657,gab,130,56
51475919428,egb,135,209
51475931610,bgf,221,126
51475936257,beb,267,50
51475946699,cfg,297,114
51475959445,ega,149,5
51475970383,gca,66,161
51475979329,dbc,104,72
51475986869,cag,189,84
51475999045,aef,23,278
51476001790,bgb,172,283
51476040175,gbb,244,111
51476047066,cdd,81,56
51476060404,dcb,63,56
51476070063,gbe,12,38
51476088892,daa,99,22
51476090961,baf,149,5
51476100537,gdf,261,200
51476109975,ebe,173,76
51476129490,eaa,210,137
51476140078,eeb,101,35
51476149574,cdd,231,61
51476153787,deg,170,53
51476177200,ebc,85,46
51476269958,bcb,231,66
51476278469,afb,160,189
51476303333,ecg,277,48
51476314775,efb,58,63
51476320134,fca,273,174
51476341029,cba,236,75
51476348067,bfd,42,128
51476394785,aba,286,62
51476412782,dgd,3,100
51476427024,dff,164,225
51476428958,aea,297,25
51476454981,add,86,117
51476465056,gfe,236,22
51476466522,dee,278,87
51476487685,efe,169,98
51476489785,efg,243,47
51476508461,eeg,143,34
51476525476,bdd,292,97
51476548707,ccb,245,5
51476552160,cgg,109,126
51476559567,gfd,236,86
51476570521,bad,90,25
51476572394,dcf,199,70
51476574465,bca,88,47
51476586732,aac,183,136
51476628229,geb,3,46
51476647685,def,7,751
51476655411,bda,124,148
51476655956,eeg,122,29
51476658100,dba,65,60
51476684398,eeg,227,33
51476702191,agg,91,113
51476751553,aca,106,5
51476757231,gae,191,31
51476758221,bge,197,128
51476766349,adc,85,231
51476774934,fad,4,20
51476775432,ged,218,128
51476788544,ccb,189,5
51476845144,cfa,262,65
51476851214,def,157,758
51476908659,ffg,159,30
51476920701,adc,259,258
51476942437,fgg,253,99
51476945477,ced,97,40
51476979486,ffe,218,5
51476982679,cfd,34,36
51477024305,cbf,132,152
51477032612,ecf,37,5
51477069741,aga,134,68
51477077241,bbf,279,156
51477082099,gba,187,5
51477102334,fae,26,208
51477106374,fdf,194,512
51477107131,dgb,172,39
51477119174,fad,71,21
51477119536,cgd,161,6
51477146165,dge,183,6
51477147660,cgf,187,189
51477158229,egc,49,39
51477183831,cbf,113,180
51477185360,bab,211,117
51477228270,bff,156,105
51477271965,ggd,213,350
51477272979,aad,37,129
51477291744,aae,42,117
51477302229,fgd,2,104
51477304981,fde,30,30
51477313028,eab,230,14
51477348427,ffa,13,5
51477350481,fca,147,161
51477357585,gda,1,309
51477403136,fdd,282,6
51477407793,agf,161,28
51477413858,ggc,295,34
51477440089,bed,146,9
51477474953,bfg,265,227
51477492039,dad,76,531
51477495421,eca,168,5
51477499295,dbe,291,405
51477500897,aef,117,280
51477542405,dce,214,12
51477582574,bbg,142,26
51477588436,cdg,245,47
51477592066,bgb,18,257
51477612290,beg,207,297
51477641256,abf,240,5
51477670428,bdf,64,88
51477670464,abc,273,5
51477674081,gfb,193,268
51477695489,fbd,96,77
51477730287,bfa,154,173
51477763600,eag,283,68
51477780363,dcg,256,143
51477796101,ecb,269,88
51477801436,fgg,270,107
51477805060,fec,73,18
51477805923,eba,39,133
51477835452,bge,186,142
51477845376,bcd,157,70
51477853680,aeg,198,16
51477859493,egg,176,9
51477874079,ead,204,20
51477880152,eeg,134,33
51477897941,dea,31,55
51477902127,cfc,36,102
51477908295,ggf,39,59
51477919252,cgc,218,146
51477934022,bbg,266,23
51477935629,ggd,16,388
51477949509,bde,236,239
51477964815,ceg,29,211
51477970530,acb,195,85
51477974986,gag,82,192
51477976072,ebc,99,40
51477990128,adg,212,61
51477993473,cgb,128,41
51477998011,gfa,144,77
51478001624,aeb,179,120
51478011070,agg,190,97
51478023615,afb,20,211
51478023933,gga,224,181
51478025758,dad,220,435
51478045627,ddb,224,30
51478046402,cge,15,48
51478048484,bcf,157,44
51478068136,geg,26,139
51478113985,deg,253,49
51478134192,gfc,204,103
51478136711,agg,37,81
51478139945,dag,245,63
51478143114,cgg,152,110
51478172405,bfc,160,115
51478175788,eda,123,38
51478194094,dfc,200,80
51478199626,gdf,286,224
51478203472,ace,260,1380
51478206343,bba,127,5
51478218966,gbc,87,54
51478221644,cca,294,37
51478224118,gee,162,82
51478242771,fdc,209,106
51478247780,aaa,140,367
51478263786,ega,284,5
51478274139,ddf,123,64
51478275548,egf,207,49
51478275629,aee,27,5
51478283905,cfe,212,5
51478287393,acd,45,41
51478301256,dae,3,46
51478305875,ebc,252,43
51478306000,bea,125,126
51478313647,gea,160,22
51478320387,ffc,204,192
51478336490,bbd,199,47
51478414367,daf,161,437
51478415956,bcf,292,40
51478422999,cad,139,80
51478467314,ebf,267,52
51478490926,bdg,209,237
51478498609,gff,229,5
51478501264,bdc,268,11
51478509082,fge,186,64
51478509972,cbc,9,176
51478513398,fef,272,40
51478544319,dgf,104,87
51478544558,ddf,131,60
51478552015,dac,144,114
51478555014,acg,144,202
51478571277,eca,244,5
51478581217,eab,56,13
51478582273,ada,107,618
51478582301,bca,89,47
51478612033,fge,149,66
51478616897,gcf,122,5
51478622206,dga,244,97
51478629300,bed,115,7
51478666961,caa,208,325
51478709800,edd,52,147
51478725541,bec,140,139
51478748729,fcd,216,38
51478758602,ece,101,31
51478762927,gae,248,29
51478770673,ffb,149,53
51478777019,fcf,288,99
51478792696,ede,162,5
51478794116,eag,145,73
51478808953,eee,191,80
51478819359,gcd,77,121
51478826864,agg,292,69
51478828714,fac,292,74
51478834764,dbe,254,417
51478835526,dbb,228,71
51478838041,cdd,56,53
51478884662,cgd,96,5
51478891536,ggf,226,61
51478908650,fbe,297,163
51478915543,eeb,208,40
51478917397,faf,196,5
51478929425,dfa,60,11
51478932668,fda,48,10
51478970837,bcd,11,58
51478974299,dgf,186,100
51478979862,adb,156,50
51479003720,gbd,72,5
51479017222,gbf,299,163
51479019810,aca,153,5
51479021098,gec,266,84
51479044457,dab,66,83
51479044962,bfa,170,169
51479045318,efa,103,308
51479054824,feg,266,90
51479056183,gdg,261,84
51479068156,bae,63,400
51479114687,bac,132,28
51479131700,fcb,118,438
51479150557,gcc,276,38
51479157281,deg,125,43
51479162689,fcd,28,42
51479168436,fgc,252,264
51479177547,agg,189,70
51479179661,afa,32,398
51479201774,bce,155,214
51479215397,cga,192,289
51479218025,ecb,151,73
51479233594,feb,204,142
51479239302,deb,221,117
51479241136,fcc,165,6
51479244173,cbd,229,76
51479249497,caf,289,5
51479251842,bbe,148,123
51479270494,daa,233,20
51479305645,bgb,239,295
51479317781,ggg,113,117
51479332756,ddc,134,84
51479370762,acd,54,43
51479372169,cdf,227,155
51479448920,fbd,192,82
51479467488,faa,128,13
51479468357,faa,34,12
51479486297,cad,170,72
51479486821,daf,56,380
51479490484,dde,138,52
51479491336,fda,145,9
51479503971,gaf,192,5
51479549857,bgf,200,112
51479554323,gef,284,33
51479554520,bdg,210,282
51479596123,afe,235,514
51479598091,cfb,17,5
51479607809,fbg,83,19
51479615410,cef,264,142
51479636320,efa,160,261
51479643892,bef,60,5
51479656120,gcb,278,5
51479657213,bff,280,89
51479658643,gcb,161,5
51479659520,dbb,160,74
51479664883,ccc,187,206
51479667435,abd,91,32
51479668846,fag,127,97
51479714106,dca,299,383
51479721818,ggg,58,94
51479736954,gca,182,172
51479739158,aca,206,5
51479745441,dfa,142,9
51479749199,ade,102,43
51479751845,gfe,188,23
51479793137,egd,118,17
51479808386,gaa,17,106
51479811300,gce,30,68
51479816164,afd,111,172
51479819779,ceb,36,619
51479829284,cec,102,5
51479833034,baa,250,38
51479837670,eae,21,87
51479853683,gac,59,47
51479877162,dgg,245,339
51479885223,gfe,257,21
51479908954,fba,179,274
51479919490,aba,112,63
51479925593,cdc,286,99
51479971820,ccg,269,13
51479975085,gfc,132,117
51479993933,bbc,166,6
51480027079,fga,36,159
51480035624,bgd,25,43
51480075484,ggc,154,30
51480178079,ead,126,20
51480184469,bfb,101,328
51480188860,ccc,205,206
51480191090,agc,173,5
51480194733,gbb,67,99
51480198726,cbf,284,149
51480206903,cdd,138,59
51480219303,gcb,6,5
51480251167,fce,241,5
51480256824,dec,153,22
51480290776,gfd,237,95
51480292222,eac,50,17
51480312552,bec,279,140
51480319152,eaa,294,161
51480321801,bga,77,14
51480327083,cda,59,41
51480330858,cbd,87,63
51480342364,dgd,271,91
51480348485,cbb,187,69
51480379291,edb,8,116
51480409623,dab,266,71
51480409823,gde,94,10
51480413373,afa,80,433
51480421519,gdd,100,63
51480422866,dgb,272,34
51480429861,dec,218,23
51480440691,eed,18,5
51480451884,bag,99,92
51480454957,bbe,254,131
51480479366,bgg,161,200
51480506860,ggd,38,399
51480520352,fff,170,45
51480524918,ecg,106,38
51480528489,agd,35,154
51480598997,adg,166,55
51480638990,bac,285,31
51480653118,dbd,72,122
51480677805,ebg,141,53
51480699241,bge,93,132
51480711992,ega,251,5
51480769082,cff,192,6
51480776817,bga,292,14
51480779156,cee,230,128
51480784352,cda,210,47
51480787277,edd,233,123
51480796508,gfa,134,73
51480802255,dfg,239,49
51480805306,gee,269,88
51480816833,egd,109,19
51480828752,cab,210,333
51480859689,ebd,297,85
51480862126,ege,54,171
51480891746,gcg,8,31
51480891876,beg,1,264
51480922872,gae,206,23
51480932947,ecg,109,39
51480937722,eec,202,126
51480968559,afb,286,251
51480970305,bcd,250,50
51480971689,afc,199,105
51480976100,dbg,91,36
51480985461,gbg,133,5
51480995154,fcb,121,438
51480997545,aad,64,147
51480999958,cde,125,223
51481016825,bge,44,147
51481019619,dca,295,428
51481023826,fab,203,78
51481047033,ecc,241,69
51481050704,dag,195,69
51481069067,cbg,164,169
51481069536,bad,86,24
51481071414,beb,98,49
51481084224,gge,34,104
51481092739,egf,115,39
51481104978,cfe,60,5
51481107040,bgg,218,202
51481110961,ccf,281,8
51481125539,fda,70,9
51481127544,caa,165,344
51481127772,cge,298,43
51481133749,cef,5,153
51481168952,cea,124,70
51481187053,def,274,735
51481196042,cee,6,133
51481196651,dac,176,91
51481243514,gab,104,57
51481263663,gge,37,119
51481281311,gbe,174,31
51481282165,cgd,84,5
51481292450,gbe,283,32
51481305538,agb,189,211
51481307218,gfb,50,294
51481318947,fdg,69,77
51481342741,gdb,251,32
51481351910,efb,262,60
51481359218,cae,109,220
51481362725,afg,166,66
51481368907,ccd,148,308
51481378972,eda,69,32
51481379910,acf,219,5
51481387322,cbe,45,8
51481398964,ffd,254,53
51481404784,bcg,76,112
51481477735,aee,298,5
51481479463,ddg,113,155
51481488684,caf,297,5
51481497795,geg,77,141
51481500597,dcd,8,318
51481503017,cfe,97,5
51481513946,fce,102,5
51481536368,bca,199,48
51481574590,bec,206,140
51481585216,gad,103,52
51481602410,abd,250,33
51481626479,bea,128,144
51481627487,beg,271,264
51481632182,fed,228,155
51481632903,ceg,143,251
51481633084,dbc,226,62
51481638467,ffe,272,5
51481638646,bab,96,102
51481642201,aec,158,213
51481647604,aaa,212,322
51481775855,feb,78,157
51481784549,dge,99,5
51481791587,dcb,15,50
51481793840,beb,124,57
51481800192,geg,280,118
51481819416,bdd,127,91
51481848999,dfg,28,44
51481854332,bcb,119,58
51481858388,cgb,7,35
51481893116,cgb,181,40
51481921556,bee,177,60
51481926076,fcd,75,33
51481944420,fef,9,38
51481953291,aae,223,109
51481962516,dea,265,48
51481970477,ffa,19,5
51481977966,cab,264,279
51481981335,ade,122,47
51482013595,aea,128,21
51482020818,gge,219,130
51482022296,ebe,118,73
51482032423,bae,54,324
51482032886,add,176,122
51482033423,cdb,145,5
51482042103,eaf,227,5
51482073622,gca,232,158
51482077261,fea,54,203
51482088770,ddd,73,203
51482094217,fgf,282,187
51482097808,gbe,292,35
51482102026,dad,71,356
51482132885,eaa,147,159
51482135454,bce,108,196
51482136153,eea,257,115
51482142436,cfa,171,72
51482189198,ead,150,23
51482194802,fad,159,24
51482202636,bcf,194,45
51482204310,eff,74,124
51482212928,bed,158,7
51482216534,edc,126,23
51482260538,faf,188,5
51482271967,baa,176,34
51482272539,cce,152,61
51482293850,dbf,193,104
51482312361,efd,289,142
51482339828,cac,156,89
51482341428,ceg,258,243
51482358123,bef,128,5
51482366167,ecg,119,45
51482376937,dbg,151,39
51482385356,dgd,205,101
51482385717,abb,185,95
51482386921,ebg,93,43
51482399724,afe,203,457
51482405349,egb,185,221
51482405548,dfe,244,37
51482406158,bda,26,158
51482406968,fcc,126,7
51482409370,dgc,84,8
51482418215,fdf,220,460
51482429259,ebb,202,49
51482451164,bde,189,270
51482451249,ffc,196,197
51482469682,gdc,127,71
51482496380,aec,234,206
51482504459,ace,208,1628
51482507875,bgc,39,62
51482556840,cgf,138,198
51482572889,cfg,126,95
51482581250,aga,10,57
51482587496,ffa,22,5
51482613237,ded,154,59
51482620127,cbe,6,6
51482658355,bca,213,53
51482684383,adb,197,48
51482685646,cce,32,66
51482700267,aag,51,213
51482703749,beg,12,306
51482716474,dcg,257,145
51482716652,gdf,36,255
51482721056,fga,16,166
51482733683,bbb,26,19
51482747572,bbc,266,6
51482748261,ddg,219,127
51482753306,dee,276,83
51482781837,egg,273,9
51482833056,ace,17,1481
51482833454,fab,259,88
51482861561,cde,225,187
51482896023,bbg,269,23
51482900511,edf,164,296
51482902035,ecd,287,80
51482914066,adg,70,53
51482924944,fbb,174,5
51482936207,adb,270,42
51482986888,adf,193,53
51482987591,gfg,204,51
51483007574,dfc,41,91
51483038156,age,220,51
51483041613,eca,137,5
51483049995,eeg,158,26
51483063420,cgg,196,113
51483085707,fbd,170,65
51483112787,fed,16,175
51483123861,ccc,79,212
51483125901,gaa,61,122
51483155418,fce,207,5
51483167388,ddb,162,24
51483169470,efc,231,115
51483183375,cfg,266,80
51483186159,cad,13,57
51483193659,fae,252,228
51483194724,bfe,200,1179
51483226358,aae,106,122
51483235831,ede,271,5
51483254293,cag,60,89
51483266901,aaf,292,497
51483274569,gde,280,9
51483276489,ege,103,157
51483299719,ggd,85,462
51483301038,fdd,7,5
51483306197,dfg,267,35
51483320604,ggf,272,58
51483322656,aag,114,221
51483354700,agf,240,32
51483373053,cbe,61,5
51483374777,dbf,138,102
51483425125,edg,172,271
51483437515,gad,114,49
51483443914,efg,265,51
51483486264,gdg,43,69
51483506067,fdb,146,162
51483531440,fee,31,24
51483542621,aed,1,133
51483559878,adg,140,43
51483574222,egc,9,37
51483580213,gbc,228,57
51483591782,dbe,150,354
51483619201,bcc,25,5
51483626549,eba,44,147
51483666867,ace,32,1244
51483707656,ace,187,1368
51483710844,bfb,234,334
51483724869,dgb,91,36
51483724976,fbc,166,446
51483773781,agc,252,5
51483829276,gbf,260,177
51483830248,fcc,241,7
51483831477,abc,89,5
51483843609,ccb,26,5
51483852603,cgf,6,162
51483862708,dda,196,87
51483872810,aab,85,67
51483877040,ced,50,42
51483906277,acb,124,93
51483918342,ecd,204,66
51483923244,aag,292,176
51483927679,bdc,258,10
51483932876,faf,106,5
51483934214,dfe,129,38
51483943007,gbb,3,115
51483950563,egg,245,8
51483976522,fgb,296,175
51483987366,cgc,263,156
51483988370,eef,244,237
51483997567,dga,247,97
51483997854,aga,238,49
51484016233,ccf,7,9
51484048206,ggb,283,14
51484073829,feb,59,158
51484091404,deb,197,124
51484116664,aff,263,5
51484125202,aeb,122,96
51484143822,gaf,192,5
51484160081,dgg,257,349
51484160574,ebe,162,65
51484163032,gcd,293,100
51484178934,gae,53,21
51484215530,ffe,41,5
51484218827,bfd,239,143
51484249272,fbc,142,356
51484269464,dfa,69,7
51484271121,gbb,132,96
51484271159,age,72,59
51484275581,bcb,229,46
51484282284,ecb,194,59
51484288009,gef,24,32
51484293924,abe,70,178
51484294971,fbg,31,20
51484306285,dac,153,87
51484321577,baf,266,5
51484321687,dfb,275,51
51484360196,abg,254,18
51484370531,cac,128,94
51484399708,acc,229,25
51484403314,gac,91,54
51484410396,cbd,73,72
51484423798,fde,252,27
51484448358,gbd,229,5
51484451125,bac,28,31
51484474558,ecg,84,37
51484480315,dge,33,5
51484518515,gee,201,87
51484519735,dda,232,89
51484541205,cdb,30,5
51484553785,gdg,33,77
51484576845,dce,123,13
51484593851,ebc,88,50
51484594602,dga,39,100
51484598175,bae,78,356
51484601656,fbf,221,92
51484628257,bfg,83,188
51484643427,eeg,8,29
51484644142,adc,100,214
51484645623,bfc,219,113
51484646949,cba,248,87
51484665756,fcg,139,59
51484675806,efe,154,116
51484676910,bdb,150,63
51484683099,ggb,264,12
51484764561,ecf,111,5
51484787546,fag,255,97
51484803252,edb,122,103
51484812654,cdg,40,48
51484812877,ead,43,19
51484816364,aga,285,52
51484826512,edf,261,260
51484841453,gdg,273,75
51484845850,bee,108,61
51484928190,bcd,277,52
51484932897,dbf,223,81
51484946869,add,25,131
51485058379,bee,45,50
51485072754,dgf,183,88
51485096110,aeg,147,13
51485098505,bad,226,24
51485136051,dbb,1,70
51485169908,cff,20,5
51485191574,ccf,291,10
51485206551,gda,53,364
51485216521,aga,206,45
51485228358,geb,178,39
51485241828,dag,202,57
51485249807,gbg,31,5
51485254133,cfa,299,79
51485303794,dcc,188,499
51485304598,aag,24,177
51485309102,dgd,259,104
51485317396,bag,248,76
51485320878,ceb,89,680
51485323740,dgd,138,89
51485342596,aac,122,136
51485347769,fdb,129,179
51485352476,dbd,107,139
51485373438,ebg,201,36
51485402377,dca,193,346
51485430096,ffg,4,35
51485441937,cae,18,242
51485443943,cag,152,80
51485446311,ebf,293,50
51485450771,gbb,144,100
51485474314,dfd,68,24
51485478880,agb,86,179
51485479612,adb,290,46
51485481925,gcf,43,5
51485491843,gee,173,87
51485493029,fca,105,151
51485496788,fge,171,60
51485508872,ebe,136,59
51485530973,bdf,115,70
51485553483,ffa,192,5
51485559009,aab,40,70
51485583724,bfc,122,107
51485585908,afd,160,189
51485588624,fga,200,167
51485589070,bgf,18,108
51485602901,cgg,126,105
51485626065,dcf,205,81
51485670550,abf,80,5
51485692784,fgd,292,111
51485721747,gcg,278,25
51485728944,dab,258,63
51485746801,cec,40,5
51485757770,gag,134,201
51485766301,dff,294,202
51485769257,dfg,199,35
51485777723,cca,31,32
51485782251,faf,246,5
51485790206,bab,198,97
51485819372,acg,210,202
51485852197,cab,123,309
51485858531,agd,92,169
51485914677,cfd,32,35
51485928591,fec,167,20
51485962369,acf,2,5
51485970815,eba,244,174
51485975041,ggg,258,100
51485976787,bge,46,119
51485979728,cfe,10,5
51485988152,dgg,166,303
51485995223,deb,79,142
51486000222,cda,10,50
51486026316,fad,206,22
51486049105,dgc,35,8
51486103901,cag,194,66
51486104467,fbc,251,338
51486127425,fba,1,271
51486129998,eae,221,97
51486137689,bca,230,46
51486141493,eec,209,112
51486155683,fac,27,78
51486162659,bgb,29,297
51486170762,baf,106,5
51486186862,caf,182,5
51486206131,gba,276,5
51486211648,dde,163,54
51486222654,dba,75,48
51486256142,aef,201,257
51486257544,aca,112,5
51486303744,bgd,295,47
51486316970,dfe,282,35
51486318121,aea,158,22
51486319446,afa,51,450
51486360343,gdb,182,25
51486416779,cee,44,127
51486432082,ecf,207,5
51486443464,gff,238,5
51486472502,bbf,137,151
51486482824,cga,198,294
51486496165,agf,49,25
51486506264,efe,166,109
51486527447,aba,232,51
51486598824,dcd,132,308
51486604111,bcb,57,37
51486622436,fed,131,183
51486632357,ebb,208,48
51486637704,ged,202,110
51486653327,eeg,46,26
51486706969,cfc,277,93
51486716398,afb,237,243
51486725806,agg,126,57
51486730744,eab,26,13
51486750034,gcc,162,36
51486752270,bfg,148,156
51486755270,gfa,188,61
51486821231,gea,154,18
51486821354,fff,78,48
51486823860,eed,71,5
51486823932,cdb,115,5
51486835091,dac,232,76
51486859137,bba,163,5
51486873548,daa,292,19
51486877132,ced,216,43
51486884852,cae,17,220
51486911208,aff,150,5
51486915655,bbd,47,39
51486918951,eba,99,156
51486961754,afg,139,61
51486978966,gga,59,213
51486984937,efg,260,60
51487006250,fab,163,80
51487042845,deg,128,49
51487049888,dda,123,83
51487062609,gge,107,154
51487095456,cdc,64,90
51487095867,ccb,59,5
51487109138,gbb,172,110
51487122917,fdc,86,98
51487124244,bdg,296,262
51487136468,acd,244,34
51487142144,eef,185,227
51487152625,fgg,60,127
51487161375,ada,244,673
51487162923,dea,231,54
51487184026,cbc,288,188
51487232770,gec,62,69
51487233281,dae,273,44
51487252456,dgf,2,79
51487262159,bce,31,227
51487297047,bcg,32,94
51487298628,ebc,134,41
51487375672,ggg,248,118
51487393695,fea,200,219
51487406027,dbc,220,60
51487424963,eac,125,18
51487433623,eaf,72,5
51487447577,gag,280,223
51487455246,bec,264,128
51487494830,fda,275,8
51487501199,ece,19,31
51487517699,edc,80,21
51487564004,eae,252,89
51487574660,eag,1,75
51487606898,cfg,53,72
51487620843,fcf,33,107
51487625110,daf,261,311
51487653111,fbe,243,153
51487666594,dec,265,24
51487667924,ffa,111,5
51487762605,bfa,256,189
51487773694,fde,294,22
51487774699,gfd,166,113
51487816164,ebd,181,87
51487842905,aec,12,238
51487870667,fcf,126,112
51487931354,gcf,67,5
51487955437,bac,144,32
51487956494,egf,166,35
51487979083,aad,4,157
51487980695,dgc,286,6
51487984212,gdb,182,28
51487984913,gfa,101,52
51487985340,dbb,133,64
51487998183,gff,223,5
51488022836,bcc,32,5
51488025974,eef,32,208
51488037554,aee,239,5
51488046770,bga,225,14
51488063820,ega,200,5
51488082687,fdf,112,460
51488089378,eee,228,69
51488126034,ddc,244,96
51488149186,cge,211,44
51488158790,ced,55,38
51488169230,geg,179,109
51488205257,eeb,285,44
51488212531,afe,176,466
51488213133,dde,30,63
51488218445,aae,166,97
51488229233,cfb,10,5
51488230668,fdb,102,198
51488256915,dgb,84,30
51488259334,gbd,141,5
51488289138,gad,129,52
51488307396,bea,218,161
51488308313,dga,227,107
51488327925,ffb,87,52
51488335671,gee,63,75
51488365872,cbb,106,55
51488369083,ccg,272,11
51488369751,ada,20,713
51488389989,acc,128,20
51488391443,bde,264,229
51488393098,adg,106,42
51488432505,gaf,215,5
51488442879,ecb,207,62
51488443061,gfb,276,270
51488471090,ddf,136,57
51488478611,eac,103,19
51488496943,cbf,173,150
51488540472,aef,7,210
51488544197,cfc,144,99
51488551418,gef,265,37
51488553891,cda,33,40
51488563910,fae,74,198
51488566245,def,30,815
51488570263,ccc,290,173
51488575027,egg,116,7
51488591672,bdg,247,212
51488611890,afb,137,201
51488614139,dab,148,67
51488622808,ffb,201,46
51488637308,geb,240,36
51488639679,fbe,188,134
51488651427,fgc,7,234
51488673497,daf,28,273
51488704092,bfe,133,1155
51488788315,dca,142,346
51488807341,feg,142,72
